age,sleep_hours,screen_time_hours,water_intake,exercise_frequency,work_study_hours,break_frequency,multitasking,stress_level,social_time_hours,relationship_quality,hobbies,mental_wellbeing_score,data_source
25,7,4,2,I exercise 3 to 5 days a week,6,Often,No,3,5,Good,No,6,Synthetic
20,7,6,2,I do not exercise at all,8,Sometimes,Yes,3,2,Excellent,Yes,6,Synthetic
20,6,6,4,I exercise 3 to 5 days a week,2,Rarely,No,2,2,Average,Yes,5,Synthetic
19,7,6,3,I exercise 3 to 5 days a week,5,Sometimes,No,3,3,Excellent,Yes,6,Synthetic
23,6,5,4,I exercise 3 to 5 days a week,4,Often,No,2,4,Good,No,6,Synthetic
20,6,4,3,I exercise 1 to 2 days a week,4,Often,No,2,3,Good,Yes,6,Synthetic
22,6,6,2,I do not exercise at all,1,Often,No,2,4,Good,Yes,7,Synthetic
20,7,5,2,I do not exercise at all,2,Rarely,Yes,2,3,Excellent,Yes,5,Synthetic
21,7,5,4,I exercise 3 to 5 days a week,2,Sometimes,No,2,4,Average,Yes,5,Synthetic
21,6,5,3,I exercise 1 to 2 days a week,5,Often,Yes,2,4,Good,Yes,7,Synthetic
22,7,5,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,3,Good,Yes,7,Synthetic
20,7,6,4,I exercise almost every day,2,Sometimes,No,2,1,Good,Yes,5,Synthetic
19,7,4,1,I do not exercise at all,1,Rarely,No,2,1,Excellent,No,6,Synthetic
20,7,5,4,I exercise 3 to 5 days a week,2,Rarely,No,2,2,Average,Yes,6,Synthetic
21,7,5,4,I exercise 3 to 5 days a week,2,Sometimes,No,3,4,Average,Yes,7,Synthetic
20,7,6,4,I exercise 3 to 5 days a week,2,Rarely,No,2,2,Average,Yes,7,Synthetic
22,7,6,2,I do not exercise at all,1,Often,No,2,4,Good,Yes,7,Synthetic
18,6,6,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,5,Synthetic
19,6,6,1,I do not exercise at all,1,Rarely,No,2,1,Excellent,No,7,Synthetic
23,7,6,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,2,5,Average,No,7,Synthetic
21,7,6,3,I do not exercise at all,3,Rarely,Yes,3,1,Excellent,Yes,7,Synthetic
23,7,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,No,6,Synthetic
21,6,5,4,I exercise 1 to 2 days a week,4,Often,Yes,3,4,Good,No,7,Synthetic
24,7,5,4,I exercise 3 to 5 days a week,6,Rarely,No,3,3,Average,No,6,Synthetic
23,7,5,4,I exercise 3 to 5 days a week,4,Often,No,2,4,Good,No,5,Synthetic
21,6,5,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,5,Synthetic
21,6,5,1,I do not exercise at all,2,Sometimes,No,3,1,Good,No,7,Synthetic
21,7,6,4,I exercise 1 to 2 days a week,5,Often,Yes,2,5,Poor,Yes,5,Synthetic
23,6,4,4,I exercise 3 to 5 days a week,4,Often,No,2,4,Good,No,6,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,7,Synthetic
25,6,4,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,6,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,3,1,Good,Yes,5,Synthetic
21,6,6,3,I exercise 3 to 5 days a week,4,Sometimes,No,2,3,Average,Yes,7,Synthetic
20,6,5,3,I exercise 1 to 2 days a week,4,Often,No,2,3,Good,Yes,7,Synthetic
19,7,6,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,7,Synthetic
30,6,5,4,I exercise almost every day,5,Sometimes,No,3,5,Excellent,No,6,Synthetic
21,7,4,4,I exercise 3 to 5 days a week,2,Sometimes,No,3,4,Average,Yes,5,Synthetic
19,7,5,1,I do not exercise at all,1,Rarely,No,3,1,Excellent,No,7,Synthetic
23,6,4,4,I exercise 3 to 5 days a week,4,Often,No,3,4,Good,No,5,Synthetic
19,7,5,5,I exercise almost every day,5,Rarely,No,2,3,Average,Yes,7,Synthetic
23,7,6,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,3,5,Average,No,7,Synthetic
19,7,4,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,5,Synthetic
22,6,5,2,I exercise 1 to 2 days a week,2,Sometimes,No,2,3,Good,Yes,5,Synthetic
22,6,6,2,I exercise 1 to 2 days a week,2,Sometimes,No,2,3,Good,Yes,7,Synthetic
22,6,5,2,I exercise 1 to 2 days a week,2,Sometimes,No,2,3,Good,Yes,6,Synthetic
19,6,6,1,I do not exercise at all,1,Rarely,No,2,1,Excellent,No,6,Synthetic
20,7,6,3,I do not exercise at all,2,Often,Yes,2,2,Average,No,7,Synthetic
30,7,5,4,I exercise almost every day,5,Sometimes,No,2,5,Excellent,No,7,Synthetic
19,6,4,5,I exercise almost every day,5,Rarely,No,2,3,Average,Yes,5,Synthetic
18,7,5,1,I do not exercise at all,0,Often,Yes,2,3,Good,Yes,7,Synthetic
23,7,5,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,3,5,Average,No,7,Synthetic
21,7,6,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,7,Synthetic
23,7,6,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,3,5,Average,No,7,Synthetic
54,6,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,5,Synthetic
24,6,5,4,I exercise 3 to 5 days a week,6,Rarely,No,3,3,Average,No,6,Synthetic
69,7,4,5,I exercise 3 to 5 days a week,5,Sometimes,No,2,5,Good,No,7,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,3,2,Excellent,Yes,6,Synthetic
18,6,5,4,I exercise 1 to 2 days a week,4,Sometimes,No,2,2,Excellent,Yes,6,Synthetic
20,7,5,4,I exercise almost every day,2,Sometimes,No,2,3,Average,No,7,Synthetic
20,7,6,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,6,Synthetic
20,7,4,4,I exercise 3 to 5 days a week,2,Rarely,No,2,2,Average,Yes,5,Synthetic
19,7,4,1,I do not exercise at all,0,Often,Yes,3,2,Good,No,7,Synthetic
21,7,4,1,I do not exercise at all,2,Sometimes,No,3,1,Good,No,7,Synthetic
21,6,4,4,I do not exercise at all,5,Sometimes,Yes,3,1,Good,Yes,5,Synthetic
21,6,4,1,I do not exercise at all,2,Sometimes,No,2,1,Good,No,5,Synthetic
21,6,4,4,I exercise 3 to 5 days a week,2,Sometimes,No,2,4,Average,Yes,7,Synthetic
20,6,4,4,I exercise 3 to 5 days a week,2,Rarely,No,2,2,Average,Yes,5,Synthetic
18,7,4,1,I do not exercise at all,0,Often,Yes,2,3,Good,Yes,5,Synthetic
23,6,6,4,I exercise 3 to 5 days a week,4,Often,No,2,4,Good,No,6,Synthetic
21,6,6,1,I do not exercise at all,2,Sometimes,No,3,1,Good,No,7,Synthetic
30,6,4,4,I exercise almost every day,5,Sometimes,No,3,5,Excellent,No,6,Synthetic
21,7,6,3,I exercise 1 to 2 days a week,5,Often,No,2,5,Good,Yes,7,Synthetic
20,6,4,2,I do not exercise at all,2,Rarely,Yes,3,3,Excellent,Yes,5,Synthetic
20,7,4,3,I exercise 1 to 2 days a week,4,Often,No,2,3,Good,Yes,5,Synthetic
21,6,5,3,I exercise 3 to 5 days a week,6,Often,Yes,3,4,Good,Yes,6,Synthetic
22,7,5,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,3,Good,Yes,6,Synthetic
21,6,5,4,I do not exercise at all,5,Sometimes,Yes,2,1,Good,Yes,5,Synthetic
20,7,4,2,I do not exercise at all,2,Rarely,Yes,2,3,Excellent,Yes,7,Synthetic
21,7,4,4,I exercise 1 to 2 days a week,5,Often,Yes,2,5,Poor,Yes,7,Synthetic
18,6,6,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,7,Synthetic
54,7,4,4,I do not exercise at all,8,Often,No,2,2,Good,No,5,Synthetic
20,6,4,4,I exercise 3 to 5 days a week,2,Rarely,No,3,2,Average,Yes,5,Synthetic
21,6,6,3,I exercise 1 to 2 days a week,5,Often,Yes,2,4,Good,Yes,5,Synthetic
69,7,5,5,I exercise 3 to 5 days a week,5,Sometimes,No,2,5,Good,No,5,Synthetic
20,6,4,2,I do not exercise at all,8,Sometimes,Yes,3,2,Excellent,Yes,6,Synthetic
19,7,5,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,7,Synthetic
20,6,6,4,I exercise 3 to 5 days a week,2,Rarely,No,3,2,Average,Yes,7,Synthetic
22,7,4,4,I exercise almost every day,4,Sometimes,Yes,3,3,Excellent,Yes,6,Synthetic
23,6,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,3,3,Good,No,6,Synthetic
20,7,4,3,I exercise 1 to 2 days a week,4,Often,No,2,3,Good,Yes,5,Synthetic
20,7,6,3,I exercise 1 to 2 days a week,4,Often,No,2,3,Good,Yes,5,Synthetic
20,6,4,4,I exercise almost every day,2,Sometimes,No,3,3,Average,No,5,Synthetic
23,6,4,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,No,7,Synthetic
20,7,4,3,I do not exercise at all,2,Often,Yes,2,2,Average,No,5,Synthetic
20,6,6,4,I exercise 3 to 5 days a week,2,Rarely,No,3,2,Average,Yes,6,Synthetic
20,6,4,4,I exercise 3 to 5 days a week,2,Rarely,No,2,2,Average,Yes,7,Synthetic
30,6,5,4,I exercise almost every day,5,Sometimes,No,2,5,Excellent,No,7,Synthetic
21,7,6,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,6,Synthetic
25,7,5,2,I exercise 3 to 5 days a week,6,Often,No,3,5,Good,No,7,Synthetic
18,6,5,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,7,Synthetic
22,6,4,2,I do not exercise at all,1,Often,No,2,4,Good,Yes,6,Synthetic
21,7,4,3,I exercise 1 to 2 days a week,5,Often,Yes,2,4,Good,Yes,7,Synthetic
21,7,4,3,I exercise 3 to 5 days a week,4,Sometimes,No,2,3,Average,Yes,6,Synthetic
22,7,4,2,I do not exercise at all,1,Often,No,3,4,Good,Yes,6,Synthetic
20,6,4,4,I exercise 3 to 5 days a week,2,Rarely,No,3,2,Average,Yes,6,Synthetic
18,7,6,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,5,Synthetic
20,7,6,2,I do not exercise at all,2,Rarely,Yes,3,3,Excellent,Yes,7,Synthetic
19,6,4,1,I do not exercise at all,0,Often,Yes,2,2,Good,No,5,Synthetic
22,7,5,2,I exercise 1 to 2 days a week,2,Sometimes,No,2,3,Good,Yes,7,Synthetic
19,6,5,1,I do not exercise at all,1,Rarely,No,3,1,Excellent,No,7,Synthetic
19,6,5,1,I do not exercise at all,0,Often,Yes,2,2,Good,No,6,Synthetic
54,6,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,6,Synthetic
18,6,4,4,I exercise 1 to 2 days a week,4,Sometimes,No,2,2,Excellent,Yes,7,Synthetic
20,7,5,4,I exercise almost every day,2,Sometimes,No,3,3,Average,No,6,Synthetic
22,6,6,4,I exercise 1 to 2 days a week,4,Often,Yes,3,1,Good,Yes,6,Synthetic
21,6,6,3,I do not exercise at all,3,Rarely,Yes,3,1,Excellent,Yes,6,Synthetic
19,7,6,1,I do not exercise at all,1,Rarely,No,3,1,Excellent,No,7,Synthetic
23,6,5,4,I exercise 3 to 5 days a week,4,Often,No,3,4,Good,No,7,Synthetic
21,7,4,3,I do not exercise at all,3,Rarely,Yes,3,1,Excellent,Yes,5,Synthetic
22,7,4,4,I exercise 1 to 2 days a week,4,Often,Yes,2,1,Good,Yes,6,Synthetic
25,6,6,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,5,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,6,Synthetic
20,6,4,4,I exercise 3 to 5 days a week,5,Sometimes,No,2,4,Average,No,7,Synthetic
25,6,5,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,6,Synthetic
54,7,6,4,I do not exercise at all,8,Often,No,2,2,Good,No,5,Synthetic
20,7,4,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,6,Synthetic
23,6,6,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,3,5,Average,No,5,Synthetic
21,6,4,3,I exercise 3 to 5 days a week,6,Often,Yes,3,4,Good,Yes,7,Synthetic
23,6,5,4,I exercise 3 to 5 days a week,4,Often,No,2,4,Good,No,7,Synthetic
18,7,5,1,I do not exercise at all,0,Often,Yes,3,3,Good,Yes,6,Synthetic
30,6,6,4,I exercise almost every day,5,Sometimes,No,2,5,Excellent,No,6,Synthetic
21,6,6,4,I exercise 3 to 5 days a week,2,Sometimes,No,3,4,Average,Yes,5,Synthetic
25,6,6,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,6,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,3,1,Good,Yes,6,Synthetic
22,6,4,4,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,Yes,7,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,3,2,Excellent,Yes,7,Synthetic
21,6,4,3,I exercise 3 to 5 days a week,6,Often,Yes,2,4,Good,Yes,5,Synthetic
21,6,4,3,I exercise 3 to 5 days a week,6,Often,Yes,3,4,Good,Yes,7,Synthetic
23,7,4,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,No,5,Synthetic
21,6,4,1,I do not exercise at all,2,Sometimes,No,3,1,Good,No,6,Synthetic
23,6,5,4,I exercise 1 to 2 days a week,6,Sometimes,Yes,3,5,Average,No,5,Synthetic
21,7,5,3,I exercise 3 to 5 days a week,4,Sometimes,No,3,3,Average,Yes,6,Synthetic
19,6,6,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,7,Synthetic
21,7,4,3,I exercise 1 to 2 days a week,5,Often,No,2,5,Good,Yes,7,Synthetic
25,7,4,2,I exercise 3 to 5 days a week,6,Often,No,3,5,Good,No,7,Synthetic
22,7,6,4,I exercise almost every day,4,Sometimes,Yes,3,3,Excellent,Yes,7,Synthetic
69,6,5,5,I exercise 3 to 5 days a week,5,Sometimes,No,2,5,Good,No,6,Synthetic
21,6,6,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,6,Synthetic
22,6,5,4,I exercise almost every day,4,Sometimes,Yes,3,3,Excellent,Yes,5,Synthetic
21,7,6,4,I exercise 1 to 2 days a week,4,Often,Yes,3,4,Good,No,7,Synthetic
21,7,6,3,I do not exercise at all,3,Rarely,Yes,3,1,Excellent,Yes,6,Synthetic
22,7,5,2,I do not exercise at all,1,Often,No,3,4,Good,Yes,6,Synthetic
22,6,4,2,I do not exercise at all,1,Often,No,3,4,Good,Yes,6,Synthetic
20,6,4,4,I exercise 3 to 5 days a week,5,Sometimes,No,3,4,Average,No,7,Synthetic
21,6,6,3,I exercise 3 to 5 days a week,4,Sometimes,No,2,3,Average,Yes,6,Synthetic
19,6,6,3,I exercise 3 to 5 days a week,5,Sometimes,No,3,3,Excellent,Yes,7,Synthetic
23,7,5,4,I exercise 3 to 5 days a week,4,Often,No,3,4,Good,No,5,Synthetic
20,6,5,4,I exercise almost every day,2,Sometimes,No,2,1,Good,Yes,6,Synthetic
21,6,4,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,6,Synthetic
21,6,4,3,I exercise 1 to 2 days a week,5,Often,Yes,3,4,Good,Yes,5,Synthetic
21,7,6,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,6,Synthetic
54,7,4,4,I do not exercise at all,8,Often,No,3,2,Good,No,5,Synthetic
19,7,6,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,7,Synthetic
20,6,4,4,I exercise almost every day,2,Sometimes,No,2,3,Average,No,7,Synthetic
54,6,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,7,Synthetic
19,7,5,1,I do not exercise at all,0,Often,Yes,3,2,Good,No,6,Synthetic
20,6,5,4,I exercise almost every day,2,Sometimes,No,2,1,Good,Yes,6,Synthetic
21,7,6,4,I do not exercise at all,5,Sometimes,Yes,2,1,Good,Yes,6,Synthetic
54,7,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,7,Synthetic
25,6,4,2,I exercise 3 to 5 days a week,6,Often,No,3,5,Good,No,7,Synthetic
19,7,5,3,I exercise 3 to 5 days a week,5,Sometimes,No,3,3,Excellent,Yes,7,Synthetic
18,7,6,1,I do not exercise at all,0,Often,Yes,3,3,Good,Yes,6,Synthetic
21,6,4,4,I exercise 1 to 2 days a week,4,Often,Yes,3,4,Good,No,6,Synthetic
21,6,4,1,I do not exercise at all,2,Sometimes,No,3,1,Good,No,5,Synthetic
21,6,6,3,I exercise 3 to 5 days a week,4,Sometimes,No,2,3,Average,Yes,7,Synthetic
19,7,5,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,5,Synthetic
22,6,6,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,3,Good,Yes,6,Synthetic
22,6,6,4,I exercise 1 to 2 days a week,3,Sometimes,No,3,3,Good,Yes,6,Synthetic
19,6,6,1,I do not exercise at all,0,Often,Yes,2,2,Good,No,7,Synthetic
20,7,6,2,I do not exercise at all,2,Rarely,Yes,2,3,Excellent,Yes,6,Synthetic
22,7,6,4,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,Yes,6,Synthetic
20,6,6,4,I exercise almost every day,2,Sometimes,No,3,1,Good,Yes,6,Synthetic
20,7,5,2,I do not exercise at all,2,Rarely,Yes,3,3,Excellent,Yes,5,Synthetic
21,6,6,3,I exercise 3 to 5 days a week,4,Sometimes,No,3,3,Average,Yes,7,Synthetic
18,7,6,1,I do not exercise at all,0,Often,Yes,3,3,Good,Yes,5,Synthetic
21,7,6,3,I do not exercise at all,3,Rarely,Yes,3,1,Excellent,Yes,7,Synthetic
21,6,6,4,I exercise 1 to 2 days a week,4,Often,Yes,2,4,Good,No,6,Synthetic
23,6,6,4,I exercise 3 to 5 days a week,4,Often,No,3,4,Good,No,6,Synthetic
22,6,6,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,3,Good,Yes,5,Synthetic
21,6,6,4,I exercise 1 to 2 days a week,4,Often,Yes,3,4,Good,No,5,Synthetic
23,7,6,4,I exercise 3 to 5 days a week,4,Often,No,3,4,Good,No,5,Synthetic
21,7,4,4,I exercise 3 to 5 days a week,2,Sometimes,No,2,4,Average,Yes,5,Synthetic
21,6,4,3,I exercise 3 to 5 days a week,6,Often,Yes,3,4,Good,Yes,6,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,5,Synthetic
21,7,5,3,I do not exercise at all,3,Rarely,Yes,3,1,Excellent,Yes,6,Synthetic
20,7,6,2,I do not exercise at all,2,Rarely,Yes,2,3,Excellent,Yes,7,Synthetic
19,6,5,3,I exercise 3 to 5 days a week,5,Sometimes,No,2,3,Excellent,Yes,6,Synthetic
69,6,6,5,I exercise 3 to 5 days a week,5,Sometimes,No,2,5,Good,No,6,Synthetic
20,6,6,4,I exercise 3 to 5 days a week,5,Sometimes,No,3,4,Average,No,6,Synthetic
21,7,6,2,I exercise 1 to 2 days a week,3,Sometimes,Yes,3,3,Good,Yes,7,Synthetic
22,7,5,4,I exercise 1 to 2 days a week,4,Often,Yes,2,1,Good,Yes,7,Synthetic
20,7,5,2,I do not exercise at all,8,Sometimes,Yes,3,2,Excellent,Yes,6,Synthetic
22,7,5,4,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,Yes,5,Synthetic
21,6,5,2,I exercise 1 to 2 days a week,3,Sometimes,Yes,2,3,Good,Yes,5,Synthetic
18,7,5,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,5,Synthetic
20,7,5,4,I exercise almost every day,2,Sometimes,No,3,3,Average,No,6,Synthetic
24,7,6,4,I exercise 3 to 5 days a week,6,Rarely,No,3,3,Average,No,7,Synthetic
54,7,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,6,Synthetic
21,7,5,3,I exercise 1 to 2 days a week,5,Often,Yes,3,4,Good,Yes,6,Synthetic
19,6,4,5,I exercise almost every day,5,Rarely,No,2,3,Average,Yes,7,Synthetic
20,6,5,4,I exercise 3 to 5 days a week,2,Rarely,No,3,2,Average,Yes,5,Synthetic
21,7,5,3,I exercise 3 to 5 days a week,6,Often,Yes,2,4,Good,Yes,5,Synthetic
19,7,4,1,I do not exercise at all,0,Often,Yes,3,2,Good,No,5,Synthetic
20,6,4,2,I do not exercise at all,2,Rarely,Yes,2,3,Excellent,Yes,7,Synthetic
20,6,6,4,I exercise almost every day,2,Sometimes,No,2,3,Average,No,5,Synthetic
23,6,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,No,7,Synthetic
19,6,6,5,I exercise almost every day,5,Rarely,No,2,3,Average,Yes,5,Synthetic
21,7,5,4,I exercise 1 to 2 days a week,4,Often,Yes,3,4,Good,No,7,Synthetic
22,7,5,2,I exercise 1 to 2 days a week,2,Sometimes,No,3,3,Good,Yes,6,Synthetic
22,6,6,4,I exercise almost every day,4,Sometimes,Yes,2,3,Excellent,Yes,6,Synthetic
25,7,6,2,I exercise 3 to 5 days a week,6,Often,No,3,5,Good,No,7,Synthetic
22,7,4,4,I exercise almost every day,4,Sometimes,Yes,3,3,Excellent,Yes,5,Synthetic
22,6,5,4,I exercise 1 to 2 days a week,4,Often,Yes,2,1,Good,Yes,5,Synthetic
21,7,4,3,I exercise 1 to 2 days a week,5,Often,No,2,5,Good,Yes,6,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,2,1,Good,Yes,5,Synthetic
21,6,6,3,I exercise 1 to 2 days a week,5,Often,No,3,5,Good,Yes,5,Synthetic
22,7,6,4,I exercise 1 to 2 days a week,4,Often,Yes,2,1,Good,Yes,5,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,6,Synthetic
21,7,6,3,I exercise 3 to 5 days a week,6,Often,Yes,2,4,Good,Yes,7,Synthetic
22,6,5,4,I exercise 1 to 2 days a week,4,Often,Yes,3,1,Good,Yes,7,Synthetic
18,7,5,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,5,Synthetic
25,6,5,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,7,Synthetic
54,7,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,5,Synthetic
25,7,4,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,7,Synthetic
24,6,6,4,I exercise 3 to 5 days a week,6,Rarely,No,3,3,Average,No,5,Synthetic
30,6,4,4,I exercise almost every day,5,Sometimes,No,2,5,Excellent,No,6,Synthetic
18,7,5,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,7,Synthetic
18,7,5,1,I do not exercise at all,0,Often,Yes,3,3,Good,Yes,7,Synthetic
21,6,5,3,I exercise 1 to 2 days a week,5,Often,Yes,2,4,Good,Yes,6,Synthetic
21,7,4,4,I exercise 1 to 2 days a week,4,Often,Yes,2,4,Good,No,7,Synthetic
30,6,4,4,I exercise almost every day,5,Sometimes,No,3,5,Excellent,No,5,Synthetic
22,6,5,2,I do not exercise at all,1,Often,No,3,4,Good,Yes,7,Synthetic
21,7,6,2,I exercise 1 to 2 days a week,3,Sometimes,Yes,2,3,Good,Yes,7,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,3,3,Average,No,5,Synthetic
18,6,6,4,I exercise 1 to 2 days a week,4,Sometimes,No,3,2,Excellent,Yes,6,Synthetic
20,6,4,4,I exercise almost every day,2,Sometimes,No,2,1,Good,Yes,7,Synthetic
22,7,4,4,I exercise almost every day,4,Sometimes,Yes,2,3,Excellent,Yes,5,Synthetic
20,6,4,2,I do not exercise at all,8,Sometimes,Yes,2,2,Excellent,Yes,5,Synthetic
21,6,5,3,I exercise 1 to 2 days a week,5,Often,Yes,2,4,Good,Yes,7,Synthetic
21,6,6,3,I do not exercise at all,3,Rarely,Yes,2,1,Excellent,Yes,7,Synthetic
20,7,5,3,I do not exercise at all,2,Often,Yes,3,2,Average,No,7,Synthetic
19,6,4,1,I do not exercise at all,1,Rarely,No,3,1,Excellent,No,5,Synthetic
20,6,5,4,I exercise 3 to 5 days a week,5,Sometimes,No,2,4,Average,No,7,Synthetic
19,6,6,1,I do not exercise at all,1,Rarely,No,2,1,Excellent,No,7,Synthetic
21,7,6,1,I do not exercise at all,2,Sometimes,No,2,1,Good,No,7,Synthetic
23,7,5,3,I exercise 1 to 2 days a week,3,Sometimes,No,3,3,Good,No,7,Synthetic
22,6,6,2,I exercise 1 to 2 days a week,2,Sometimes,No,2,3,Good,Yes,5,Synthetic
54,7,4,4,I do not exercise at all,8,Often,No,3,2,Good,No,5,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,3,3,Average,No,5,Synthetic
18,6,5,1,I do not exercise at all,0,Often,Yes,3,3,Good,Yes,5,Synthetic
20,6,5,2,I do not exercise at all,8,Sometimes,Yes,3,2,Excellent,Yes,7,Synthetic
22,7,6,4,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,Yes,7,Synthetic
20,6,4,3,I exercise 1 to 2 days a week,4,Often,No,2,3,Good,Yes,7,Synthetic
21,6,5,2,I exercise 1 to 2 days a week,3,Sometimes,Yes,3,3,Good,Yes,5,Synthetic
30,6,6,4,I exercise almost every day,5,Sometimes,No,3,5,Excellent,No,6,Synthetic
19,6,6,5,I exercise almost every day,5,Rarely,No,2,3,Average,Yes,7,Synthetic
22,6,5,4,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,Yes,5,Synthetic
20,6,4,2,I do not exercise at all,2,Rarely,Yes,2,3,Excellent,Yes,6,Synthetic
20,7,5,3,I do not exercise at all,2,Often,Yes,3,2,Average,No,6,Synthetic
21,7,4,4,I exercise 1 to 2 days a week,5,Often,Yes,3,5,Poor,Yes,7,Synthetic
21,6,5,4,I exercise 3 to 5 days a week,2,Sometimes,No,2,4,Average,Yes,6,Synthetic
21,7,6,3,I exercise 1 to 2 days a week,5,Often,Yes,3,4,Good,Yes,7,Synthetic
22,7,6,4,I exercise 1 to 2 days a week,3,Sometimes,No,3,3,Good,Yes,6,Synthetic
19,7,4,5,I exercise almost every day,5,Rarely,No,2,3,Average,Yes,6,Synthetic
25,6,6,2,I exercise 3 to 5 days a week,6,Often,No,2,5,Good,No,5,Synthetic
30,6,6,4,I exercise almost every day,5,Sometimes,No,3,5,Excellent,No,7,Synthetic
20,7,6,3,I do not exercise at all,2,Often,Yes,3,2,Average,No,7,Synthetic
30,6,6,4,I exercise almost every day,5,Sometimes,No,2,5,Excellent,No,7,Synthetic
54,7,5,4,I do not exercise at all,8,Often,No,3,2,Good,No,6,Synthetic
23,6,6,3,I exercise 1 to 2 days a week,3,Sometimes,No,2,3,Good,No,7,Synthetic
22,7,4,4,I exercise 1 to 2 days a week,4,Often,Yes,3,1,Good,Yes,7,Synthetic
20,7,4,3,I do not exercise at all,2,Often,Yes,3,2,Average,No,7,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,2,1,Good,Yes,6,Synthetic
21,6,4,3,I exercise 1 to 2 days a week,5,Often,No,3,5,Good,Yes,6,Synthetic
20,7,4,4,I exercise almost every day,2,Sometimes,No,3,1,Good,Yes,5,Synthetic
21,6,5,3,I exercise 1 to 2 days a week,5,Often,Yes,2,4,Good,Yes,6,Synthetic
